VERSION;7.2.1.201802190531
DATE;11/05/2018 18:10
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0312;NQDS QW WELL PROD6;-74.09017595110333
1;base0312;NQDS QO WELL PROD6;2.910006292353584
1;base0312;NQDS BHP WELL PROD6;-10.01692684582263
1;base0312;NQDS QL WELL PROD7;4.763168472400587E-10
1;base0312;NQDS QW WELL PROD7;-30.70983282501706
1;base0312;NQDS QO WELL PROD7;3.463234335566463
1;base0312;NQDS BHP WELL PROD7;-1.29390782494451
1;base0312;NQDS QL WELL PROD8;5.355492034944859E-10
1;base0312;NQDS QW WELL PROD8;17.49737244562322
1;base0312;NQDS QO WELL PROD8;-0.3018303204963065
1;base0312;NQDS BHP WELL PROD8;-0.5022338070315828
1;base0312;NQDS QL WELL PROD9;1.967081730056096E-10
1;base0312;NQDS QW WELL PROD9;-23.22510369220404
1;base0312;NQDS QO WELL PROD9;0.5456975089261867
1;base0312;NQDS BHP WELL PROD9;-0.2167231613051932
1;base0312;NQDS QL WELL PROD10;-2.690251282342421E-10
1;base0312;NQDS QW WELL PROD10;-19.78129833719179
1;base0312;NQDS QO WELL PROD10;0.484798356973589
1;base0312;NQDS BHP WELL PROD10;-0.474057330507995
1;base0312;NQDS QWI WELL INJ1;0.0
1;base0312;NQDS BHP WELL INJ1;0.2149106882956764
1;base0312;NQDS QWI WELL INJ2;0.0
1;base0312;NQDS BHP WELL INJ2;-0.1621414393338756
1;base0312;NQDS QWI WELL INJ3;0.0
1;base0312;NQDS BHP WELL INJ3;0.3251825660372251
1;base0312;NQDS QWI WELL INJ4;0.0
1;base0312;NQDS BHP WELL INJ4;-0.4486268678032223
1;base0312;NQDS QWI WELL INJ5;0.0
1;base0312;NQDS BHP WELL INJ5;-0.1983543289198321
1;base0312;NQDS QWI WELL INJ6;0.0
1;base0312;NQDS BHP WELL INJ6;0.2541178852740998
1;base0312;NQDS QWI WELL INJ7;0.0
1;base0312;NQDS BHP WELL INJ7;-0.4452998840167268
1;base0312;NQDS QWI WELL INJ8;-0.08369825796938878
1;base0312;NQDS BHP WELL INJ8;1.06534325280878
1;base0312;NQDS QWI WELL INJ9;0.0
1;base0312;NQDS BHP WELL INJ9;0.4143754309321133
1;base0313;NQDS QL WELL WILDCAT;2.405358036826349E-10
1;base0313;NQDS QW WELL WILDCAT;9.270578045629351
1;base0313;NQDS QO WELL WILDCAT;-0.2557180274435265
1;base0313;NQDS BHP WELL WILDCAT;-0.532999941279491
1;base0313;NQDS QL WELL PROD1;-3.880871087137219E-11
1;base0313;NQDS QW WELL PROD1;-85.60049822850459
1;base0313;NQDS QO WELL PROD1;7.938196433316333
1;base0313;NQDS BHP WELL PROD1;-1.03417790851931
1;base0313;NQDS QL WELL PROD2;-2.344243319388481E-10
1;base0313;NQDS QW WELL PROD2;-74.81931081635395
1;base0313;NQDS QO WELL PROD2;16.86012785679067
1;base0313;NQDS BHP WELL PROD2;-0.1142177839709317
1;base0313;NQDS QL WELL PROD3;2.788343070634978E-11
1;base0313;NQDS QW WELL PROD3;0.2228679560914849
1;base0313;NQDS QO WELL PROD3;-0.001978150740822133
1;base0313;NQDS BHP WELL PROD3;-0.9885510800602862
1;base0313;NQDS QL WELL PROD4;3.372480751012441E-10
1;base0313;NQDS QW WELL PROD4;-41.07748330004412
1;base0313;NQDS QO WELL PROD4;3.117976192193906
1;base0313;NQDS BHP WELL PROD4;-0.969331699157172
1;base0313;NQDS QL WELL PROD5;4.102876021924367E-14
1;base0313;NQDS QW WELL PROD5;1.353071899257386E-12
1;base0313;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0313;NQDS BHP WELL PROD5;-1.520369788211729
1;base0313;NQDS QL WELL PROD6;-1.611673156716616E-10
1;base0313;NQDS QW WELL PROD6;-76.35436457921429
1;base0313;NQDS QO WELL PROD6;2.998932286763899
1;base0313;NQDS BHP WELL PROD6;-1.513735223005002
1;base0313;NQDS QL WELL PROD7;3.117595265387108E-11
1;base0313;NQDS QW WELL PROD7;-87.17721374305945
1;base0313;NQDS QO WELL PROD7;9.831013325008332
1;base0313;NQDS BHP WELL PROD7;-2.304382341871174
1;base0313;NQDS QL WELL PROD8;-3.717081803160287E-10
1;base0313;NQDS QW WELL PROD8;-21.8601383847206
1;base0313;NQDS QO WELL PROD8;0.3770427021608713
1;base0313;NQDS BHP WELL PROD8;-0.5912585461102735
1;base0313;NQDS QL WELL PROD9;1.003936154970416E-10
1;base0313;NQDS QW WELL PROD9;-54.5441128171017
1;base0313;NQDS QO WELL PROD9;1.281542705702776
1;base0313;NQDS BHP WELL PROD9;-1.002173577012271
1;base0313;NQDS QL WELL PROD10;2.547392597334551E-11
1;base0313;NQDS QW WELL PROD10;-60.18772131164339
1;base0313;NQDS QO WELL PROD10;1.475161997145948
1;base0313;NQDS BHP WELL PROD10;-0.8556348977753807
1;base0313;NQDS QWI WELL INJ1;0.0
1;base0313;NQDS BHP WELL INJ1;1.483234088247716
1;base0313;NQDS QWI WELL INJ2;0.0
1;base0313;NQDS BHP WELL INJ2;-0.1090355666278479
1;base0313;NQDS QWI WELL INJ3;0.0
1;base0313;NQDS BHP WELL INJ3;0.3523533271979419
1;base0313;NQDS QWI WELL INJ4;0.0
1;base0313;NQDS BHP WELL INJ4;0.9692458224872518
1;base0313;NQDS QWI WELL INJ5;0.0
1;base0313;NQDS BHP WELL INJ5;0.1151109529616536
1;base0313;NQDS QWI WELL INJ6;0.0
1;base0313;NQDS BHP WELL INJ6;0.1921891587000562
1;base0313;NQDS QWI WELL INJ7;0.0
1;base0313;NQDS BHP WELL INJ7;0.2456718975960559
1;base0313;NQDS QWI WELL INJ8;-7.913492105559199
1;base0313;NQDS BHP WELL INJ8;3.148562202703911
1;base0313;NQDS QWI WELL INJ9;0.0
1;base0313;NQDS BHP WELL INJ9;0.1402603874017564
1;base0314;NQDS QL WELL WILDCAT;-3.194870218498004E-10
1;base0314;NQDS QW WELL WILDCAT;3.576922893380684
1;base0314;NQDS QO WELL WILDCAT;-0.09865998923453391
1;base0314;NQDS BHP WELL WILDCAT;-0.4830935256756228
1;base0314;NQDS QL WELL PROD1;5.186457607377582E-10
1;base0314;NQDS QW WELL PROD1;5.821029620501996
1;base0314;NQDS QO WELL PROD1;-0.5398069068681809
1;base0314;NQDS BHP WELL PROD1;0.5134005222245606
1;base0314;NQDS QL WELL PROD2;5.962847136812336E-10
1;base0314;NQDS QW WELL PROD2;5.182184380939532
1;base0314;NQDS QO WELL PROD2;-1.16796290726076
1;base0314;NQDS BHP WELL PROD2;0.5201767902343367
1;base0314;NQDS QL WELL PROD3;-3.095546452965628E-10
1;base0314;NQDS QW WELL PROD3;144.8140874857597
1;base0314;NQDS QO WELL PROD3;-1.285365531900215
1;base0314;NQDS BHP WELL PROD3;0.9828543283155086
1;base0314;NQDS QL WELL PROD4;-3.069273536838579E-10
1;base0314;NQDS QW WELL PROD4;5.860107362115601
1;base0314;NQDS QO WELL PROD4;-0.444762648144567
1;base0314;NQDS BHP WELL PROD4;0.5215339248451832
1;base0314;NQDS QL WELL PROD5;9.472407805094924E-15
1;base0314;NQDS QW WELL PROD5;3.123869390859344E-13
1;base0314;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0314;NQDS BHP WELL PROD5;-0.5232020475602086
1;base0314;NQDS QL WELL PROD6;-3.263181082910289E-10
1;base0314;NQDS QW WELL PROD6;-62.2053563225856
1;base0314;NQDS QO WELL PROD6;2.443206694371369
1;base0314;NQDS BHP WELL PROD6;0.8632923824803842
1;base0314;NQDS QL WELL PROD7;4.373194719978848E-10
1;base0314;NQDS QW WELL PROD7;27.33811300360517
1;base0314;NQDS QO WELL PROD7;-3.082630544868586
1;base0314;NQDS BHP WELL PROD7;0.5801578658303032
1;base0314;NQDS QL WELL PROD8;5.723474382935444E-10
1;base0314;NQDS QW WELL PROD8;31.61059979569377
1;base0314;NQDS QO WELL PROD8;-0.5452920262970616
1;base0314;NQDS BHP WELL PROD8;1.183966299355577
1;base0314;NQDS QL WELL PROD9;3.835786954889249E-10
1;base0314;NQDS QW WELL PROD9;181.747312982728
1;base0314;NQDS QO WELL PROD9;-4.270259452538557
1;base0314;NQDS BHP WELL PROD9;1.075209273573083
1;base0314;NQDS QL WELL PROD10;3.214363111155996E-10
1;base0314;NQDS QW WELL PROD10;77.70676414688855
1;base0314;NQDS QO WELL PROD10;-1.904614450426635
1;base0314;NQDS BHP WELL PROD10;0.478242125363293
1;base0314;NQDS QWI WELL INJ1;0.0
1;base0314;NQDS BHP WELL INJ1;-0.3683046727178636
1;base0314;NQDS QWI WELL INJ2;0.0
1;base0314;NQDS BHP WELL INJ2;-0.4826423094427459
1;base0314;NQDS QWI WELL INJ3;0.0
1;base0314;NQDS BHP WELL INJ3;0.4573601417906997
1;base0314;NQDS QWI WELL INJ4;0.0
1;base0314;NQDS BHP WELL INJ4;-0.5622740990685821
1;base0314;NQDS QWI WELL INJ5;0.0
1;base0314;NQDS BHP WELL INJ5;-0.453319847553349
1;base0314;NQDS QWI WELL INJ6;0.0
1;base0314;NQDS BHP WELL INJ6;-0.5448370618244436
1;base0314;NQDS QWI WELL INJ7;0.0
1;base0314;NQDS BHP WELL INJ7;-2.463903417719113
1;base0314;NQDS QWI WELL INJ8;0.0
1;base0314;NQDS BHP WELL INJ8;-0.5819152910292738
1;base0314;NQDS QWI WELL INJ9;0.0
1;base0314;NQDS BHP WELL INJ9;-0.6064272635939535
1;base0315;NQDS QL WELL WILDCAT;-1.237967889110632E-10
1;base0315;NQDS QW WELL WILDCAT;-2.40605955979686
1;base0315;NQDS QO WELL WILDCAT;0.0663730565695137
1;base0315;NQDS BHP WELL WILDCAT;-0.5345383765351562
1;base0315;NQDS QL WELL PROD1;5.01908731780284E-10
1;base0315;NQDS QW WELL PROD1;-26.90090464849607
1;base0315;NQDS QO WELL PROD1;2.494681559432451
1;base0315;NQDS BHP WELL PROD1;-0.4354822638003734
1;base0315;NQDS QL WELL PROD2;4.990132311143012E-10
1;base0315;NQDS QW WELL PROD2;-3.317722616662257
1;base0315;NQDS QO WELL PROD2;0.7475055901269005
1;base0315;NQDS BHP WELL PROD2;-0.3218204409467164
1;base0315;NQDS QL WELL PROD3;-1.267533261217207E-10
1;base0315;NQDS QW WELL PROD3;2.379365460715021
1;base0315;NQDS QO WELL PROD3;-0.02111942065246392
1;base0315;NQDS BHP WELL PROD3;-0.293946682419
1;base0315;NQDS QL WELL PROD4;-2.533552068447556E-10
1;base0315;NQDS QW WELL PROD4;-24.36959886653557
1;base0315;NQDS QO WELL PROD4;1.849776724638253
1;base0315;NQDS BHP WELL PROD4;-0.4641482679017786
1;base0315;NQDS QL WELL PROD5;5.096315065961293E-14
1;base0315;NQDS QW WELL PROD5;1.680694388196504E-12
1;base0315;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0315;NQDS BHP WELL PROD5;-1.556212715813056
1;base0315;NQDS QL WELL PROD6;-1.983950102391297E-10
1;base0315;NQDS QW WELL PROD6;-75.86871056433384
1;base0315;NQDS QO WELL PROD6;2.979849863750495
1;base0315;NQDS BHP WELL PROD6;-0.2225268756914182
1;base0315;NQDS QL WELL PROD7;-2.442468501519579E-10
1;base0315;NQDS QW WELL PROD7;-29.96860770359379
1;base0315;NQDS QO WELL PROD7;3.379637167465684
1;base0315;NQDS BHP WELL PROD7;-0.6226571345433843
1;base0315;NQDS QL WELL PROD8;2.471780641855661E-10
1;base0315;NQDS QW WELL PROD8;-17.74211257761252
1;base0315;NQDS QO WELL PROD8;0.306019530550259
1;base0315;NQDS BHP WELL PROD8;-0.3403080858643583
1;base0315;NQDS QL WELL PROD9;2.703864623906236E-10
1;base0315;NQDS QW WELL PROD9;-49.00647608391673
1;base0315;NQDS QO WELL PROD9;1.151433306309425
1;base0315;NQDS BHP WELL PROD9;-0.630307505638547
1;base0315;NQDS QL WELL PROD10;-2.210446143083976E-10
1;base0315;NQDS QW WELL PROD10;-32.18024895148669
1;base0315;NQDS QO WELL PROD10;0.7887010207259803
1;base0315;NQDS BHP WELL PROD10;-0.2429514832235093
1;base0315;NQDS QWI WELL INJ1;0.0
1;base0315;NQDS BHP WELL INJ1;0.1309649015287252
1;base0315;NQDS QWI WELL INJ2;0.0
1;base0315;NQDS BHP WELL INJ2;-0.1507713151300804
1;base0315;NQDS QWI WELL INJ3;0.0
1;base0315;NQDS BHP WELL INJ3;0.2197175179522229
1;base0315;NQDS QWI WELL INJ4;0.0
1;base0315;NQDS BHP WELL INJ4;-0.489251308350024
1;base0315;NQDS QWI WELL INJ5;0.0
1;base0315;NQDS BHP WELL INJ5;-0.1588626434170958
1;base0315;NQDS QWI WELL INJ6;0.0
1;base0315;NQDS BHP WELL INJ6;-0.2247066635921709
1;base0315;NQDS QWI WELL INJ7;0.0
1;base0315;NQDS BHP WELL INJ7;-0.3013652993934769
1;base0315;NQDS QWI WELL INJ8;0.0
1;base0315;NQDS BHP WELL INJ8;0.238294372898195
1;base0315;NQDS QWI WELL INJ9;0.0
1;base0315;NQDS BHP WELL INJ9;-0.2623059457637966
1;base0316;NQDS QL WELL WILDCAT;-2.952988402232768E-10
1;base0316;NQDS QW WELL WILDCAT;-2.844588305945195
1;base0316;NQDS QO WELL WILDCAT;0.07846891151827443
1;base0316;NQDS BHP WELL WILDCAT;-0.6935638816887634
1;base0316;NQDS QL WELL PROD1;2.191942512209081E-10
1;base0316;NQDS QW WELL PROD1;-37.99806852822992
1;base0316;NQDS QO WELL PROD1;3.523791186796753
1;base0316;NQDS BHP WELL PROD1;-0.5437964267477846
1;base0316;NQDS QL WELL PROD2;-4.230299264219222E-10
1;base0316;NQDS QW WELL PROD2;-7.306911709282861
1;base0316;NQDS QO WELL PROD2;1.646462184802886
1;base0316;NQDS BHP WELL PROD2;-0.5391743282286005
1;base0316;NQDS QL WELL PROD3;2.326500000569379E-10
1;base0316;NQDS QW WELL PROD3;9.0041031093477
1;base0316;NQDS QO WELL PROD3;-0.07991852552845093
1;base0316;NQDS BHP WELL PROD3;-0.5747207666422799
1;base0316;NQDS QL WELL PROD4;4.510894546678689E-10
1;base0316;NQDS QW WELL PROD4;-12.00943771695183
1;base0316;NQDS QO WELL PROD4;0.9115775504140934
1;base0316;NQDS BHP WELL PROD4;-0.4821427495282594
1;base0316;NQDS QL WELL PROD5;7.576161781846103E-11
1;base0316;NQDS QW WELL PROD5;2.78452872257386E-5
1;base0316;NQDS QO WELL PROD5;-1.718287349601165E-7
1;base0316;NQDS BHP WELL PROD5;-1.023920601586774
1;base0316;NQDS QL WELL PROD6;1.63572131860324E-10
1;base0316;NQDS QW WELL PROD6;-68.92724457140973
1;base0316;NQDS QO WELL PROD6;2.707220355845768
1;base0316;NQDS BHP WELL PROD6;-0.8340041664063854
1;base0316;NQDS QL WELL PROD7;2.245437879204107E-10
1;base0316;NQDS QW WELL PROD7;-48.31623351428075
1;base0316;NQDS QO WELL PROD7;5.448716746879922
1;base0316;NQDS BHP WELL PROD7;-1.392268749515718
1;base0316;NQDS QL WELL PROD8;2.099710022212828E-10
1;base0316;NQDS QW WELL PROD8;95.64132187631192
1;base0316;NQDS QO WELL PROD8;-1.649864653444898
1;base0316;NQDS BHP WELL PROD8;-1.400277265722645
1;base0316;NQDS QL WELL PROD9;2.638344052866362E-10
1;base0316;NQDS QW WELL PROD9;-41.70621560431164
1;base0316;NQDS QO WELL PROD9;0.979922554501665
1;base0316;NQDS BHP WELL PROD9;-2.588960375991674
1;base0316;NQDS QL WELL PROD10;-1.390114136900606E-10
1;base0316;NQDS QW WELL PROD10;-25.94435857595848
1;base0316;NQDS QO WELL PROD10;0.6358537451892925
1;base0316;NQDS BHP WELL PROD10;-0.7163468197359769
1;base0316;NQDS QWI WELL INJ1;0.0
1;base0316;NQDS BHP WELL INJ1;-0.147063973124136
1;base0316;NQDS QWI WELL INJ2;0.0
1;base0316;NQDS BHP WELL INJ2;-0.2017566334750602
1;base0316;NQDS QWI WELL INJ3;0.0
1;base0316;NQDS BHP WELL INJ3;-0.2359391410564828
1;base0316;NQDS QWI WELL INJ4;0.0
1;base0316;NQDS BHP WELL INJ4;-0.523410226648055
1;base0316;NQDS QWI WELL INJ5;0.0
1;base0316;NQDS BHP WELL INJ5;-0.1740987157309775
1;base0316;NQDS QWI WELL INJ6;0.0
1;base0316;NQDS BHP WELL INJ6;-0.2382565843933514
1;base0316;NQDS QWI WELL INJ7;0.0
1;base0316;NQDS BHP WELL INJ7;-0.188532886441504
1;base0316;NQDS QWI WELL INJ8;0.0
1;base0316;NQDS BHP WELL INJ8;0.6411402759962748
1;base0316;NQDS QWI WELL INJ9;0.0
1;base0316;NQDS BHP WELL INJ9;-0.4159282767206363
1;base0317;NQDS QL WELL WILDCAT;2.247121764280367E-10
1;base0317;NQDS QW WELL WILDCAT;-4.762295313672883
1;base0317;NQDS QO WELL WILDCAT;0.1313741764552586
1;base0317;NQDS BHP WELL WILDCAT;-0.494026416797531
1;base0317;NQDS QL WELL PROD1;5.048465468360418E-10
1;base0317;NQDS QW WELL PROD1;-23.10838627373091
1;base0317;NQDS QO WELL PROD1;2.142966868483769
1;base0317;NQDS BHP WELL PROD1;-0.2106621207596085
1;base0317;NQDS QL WELL PROD2;-4.971984959045125E-10
1;base0317;NQDS QW WELL PROD2;-2.421594631249196
1;base0317;NQDS QO WELL PROD2;0.5455596624396034
1;base0317;NQDS BHP WELL PROD2;-0.1283969903181995
1;base0317;NQDS QL WELL PROD3;3.902592810973476E-10
1;base0317;NQDS QW WELL PROD3;8.26478384681854
1;base0317;NQDS QO WELL PROD3;-0.07335842424555286
1;base0317;NQDS BHP WELL PROD3;-0.2620897879380902
1;base0317;NQDS QL WELL PROD4;4.355001691130919E-10
1;base0317;NQDS QW WELL PROD4;-22.39143347558633
1;base0317;NQDS QO WELL PROD4;1.699623636547576
1;base0317;NQDS BHP WELL PROD4;-0.3575169775167706
1;base0317;NQDS QL WELL PROD5;5.567005934553576E-15
1;base0317;NQDS QW WELL PROD5;1.835921741917651E-13
1;base0317;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0317;NQDS BHP WELL PROD5;-0.4857158929955876
1;base0317;NQDS QL WELL PROD6;3.142720191937535E-10
1;base0317;NQDS QW WELL PROD6;-65.71659999490085
1;base0317;NQDS QO WELL PROD6;2.581127072956171
1;base0317;NQDS BHP WELL PROD6;-0.5895677616894941
1;base0317;NQDS QL WELL PROD7;-3.809160876897024E-10
1;base0317;NQDS QW WELL PROD7;-3.929240815616751
1;base0317;NQDS QO WELL PROD7;0.4431235752993235
1;base0317;NQDS BHP WELL PROD7;-0.3856121358677762
1;base0317;NQDS QL WELL PROD8;4.224130924963782E-10
1;base0317;NQDS QW WELL PROD8;19.61759251991339
1;base0317;NQDS QO WELL PROD8;-0.3384299707381507
1;base0317;NQDS BHP WELL PROD8;0.2879836255429801
1;base0317;NQDS QL WELL PROD9;-2.60174950722943E-10
1;base0317;NQDS QW WELL PROD9;-1.973715067747587
1;base0317;NQDS QO WELL PROD9;0.0463808515799902
1;base0317;NQDS BHP WELL PROD9;0.2338793470768793
1;base0317;NQDS QL WELL PROD10;9.148325367063686E-11
1;base0317;NQDS QW WELL PROD10;-43.54425883286062
1;base0317;NQDS QO WELL PROD10;1.067232296582699
1;base0317;NQDS BHP WELL PROD10;-0.2924359290084467
1;base0317;NQDS QWI WELL INJ1;0.0
1;base0317;NQDS BHP WELL INJ1;-0.1472904605842323
1;base0317;NQDS QWI WELL INJ2;0.0
1;base0317;NQDS BHP WELL INJ2;-0.2738864001026146
1;base0317;NQDS QWI WELL INJ3;0.0
1;base0317;NQDS BHP WELL INJ3;0.2330731545385543
1;base0317;NQDS QWI WELL INJ4;0.0
1;base0317;NQDS BHP WELL INJ4;0.1621829947006709
1;base0317;NQDS QWI WELL INJ5;0.0
1;base0317;NQDS BHP WELL INJ5;-0.2623707325159254
1;base0317;NQDS QWI WELL INJ6;0.0
1;base0317;NQDS BHP WELL INJ6;-0.2568183938838861
1;base0317;NQDS QWI WELL INJ7;0.0
1;base0317;NQDS BHP WELL INJ7;-0.2698390859217455
1;base0317;NQDS QWI WELL INJ8;0.0
1;base0317;NQDS BHP WELL INJ8;-0.1575369139666538
1;base0317;NQDS QWI WELL INJ9;0.0
1;base0317;NQDS BHP WELL INJ9;-0.4240402926449447
1;base0318;NQDS QL WELL WILDCAT;-1.564540999072706E-10
1;base0318;NQDS QW WELL WILDCAT;-7.297280943153246
1;base0318;NQDS QO WELL WILDCAT;0.2013072892615988
1;base0318;NQDS BHP WELL WILDCAT;-1.956789522297429
1;base0318;NQDS QL WELL PROD1;-5.8886843138543E-10
1;base0318;NQDS QW WELL PROD1;-5.523904132697657
1;base0318;NQDS QO WELL PROD1;0.5122695385869582
1;base0318;NQDS BHP WELL PROD1;-3.698511736939146
1;base0318;NQDS QL WELL PROD2;-3.967489741467308E-10
1;base0318;NQDS QW WELL PROD2;-44.76380239836594
1;base0318;NQDS QO WELL PROD2;10.0871089440222
1;base0318;NQDS BHP WELL PROD2;-0.7671522932780428
1;base0318;NQDS QL WELL PROD3;1.593393175380481E-13
1;base0318;NQDS QW WELL PROD3;4.487938014156633E-12
1;base0318;NQDS QO WELL PROD3;0.0
1;base0318;NQDS BHP WELL PROD3;-2.762503405709618
1;base0318;NQDS QL WELL PROD4;3.876865814090241E-10
1;base0318;NQDS QW WELL PROD4;-8.304894959206948
1;base0318;NQDS QO WELL PROD4;0.6304237766645052
1;base0318;NQDS BHP WELL PROD4;-1.94640952637863
1;base0318;NQDS QL WELL PROD5;3.640598164625912E-14
1;base0318;NQDS QW WELL PROD5;1.200619040575568E-12
1;base0318;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0318;NQDS BHP WELL PROD5;-3.093562179463408
1;base0318;NQDS QL WELL PROD6;6.182843346844118E-11
1;base0318;NQDS QW WELL PROD6;-76.73244179469863
1;base0318;NQDS QO WELL PROD6;3.013789224624392
1;base0318;NQDS BHP WELL PROD6;-2.890621004002257
1;base0318;NQDS QL WELL PROD7;2.991165905497232E-10
1;base0318;NQDS QW WELL PROD7;-60.46969023204644
1;base0318;NQDS QO WELL PROD7;6.819242853405225
1;base0318;NQDS BHP WELL PROD7;-13.47099111894908
1;base0318;NQDS QL WELL PROD8;3.892723757544557E-10
1;base0318;NQDS QW WELL PROD8;-5.334968581852307
1;base0318;NQDS QO WELL PROD8;0.0920117783611507
1;base0318;NQDS BHP WELL PROD8;-1.102967323624804
1;base0318;NQDS QL WELL PROD9;4.691532201419039E-11
1;base0318;NQDS QW WELL PROD9;-59.35395304254686
1;base0318;NQDS QO WELL PROD9;1.394545748606883
1;base0318;NQDS BHP WELL PROD9;-13.17437543962127
1;base0318;NQDS QL WELL PROD10;1.577025256455716E-10
1;base0318;NQDS QW WELL PROD10;-56.8876331217195
1;base0318;NQDS QO WELL PROD10;1.394279031989289
1;base0318;NQDS BHP WELL PROD10;-1.486088576972114
1;base0318;NQDS QWI WELL INJ1;-87.31921571135207
1;base0318;NQDS BHP WELL INJ1;7.342810555750994
1;base0318;NQDS QWI WELL INJ2;0.0
1;base0318;NQDS BHP WELL INJ2;2.084466937342477
1;base0318;NQDS QWI WELL INJ3;0.0
1;base0318;NQDS BHP WELL INJ3;0.5894704378458911
1;base0318;NQDS QWI WELL INJ4;0.0
1;base0318;NQDS BHP WELL INJ4;-0.7505892060327326
1;base0318;NQDS QWI WELL INJ5;0.0
1;base0318;NQDS BHP WELL INJ5;-0.1356786526124156
1;base0318;NQDS QWI WELL INJ6;0.0
1;base0318;NQDS BHP WELL INJ6;0.6743984778609944
1;base0318;NQDS QWI WELL INJ7;-0.008399487367304238
1;base0318;NQDS BHP WELL INJ7;0.3215913865599011
1;base0318;NQDS QWI WELL INJ8;-1.719140874010805
1;base0318;NQDS BHP WELL INJ8;2.45052498702937
1;base0318;NQDS QWI WELL INJ9;0.0
1;base0318;NQDS BHP WELL INJ9;-0.4205690924963948
1;base0319;NQDS QL WELL WILDCAT;-3.112350686551036E-10
1;base0319;NQDS QW WELL WILDCAT;84.61624287190558
1;base0319;NQDS QO WELL WILDCAT;-2.334144998138165
1;base0319;NQDS BHP WELL WILDCAT;-0.4354760342863597
1;base0319;NQDS QL WELL PROD1;3.201601257190705E-10
1;base0319;NQDS QW WELL PROD1;36.61964911053868
1;base0319;NQDS QO WELL PROD1;-3.395931184836482
1;base0319;NQDS BHP WELL PROD1;0.7505949660718373
1;base0319;NQDS QL WELL PROD2;5.740394291206215E-10
1;base0319;NQDS QW WELL PROD2;-1.153180936931107
1;base0319;NQDS QO WELL PROD2;0.2597875163022858
1;base0319;NQDS BHP WELL PROD2;0.8077681078040942
1;base0319;NQDS QL WELL PROD3;5.796110848010615E-10
1;base0319;NQDS QW WELL PROD3;645.9058333918612
1;base0319;NQDS QO WELL PROD3;-5.733039511772268
1;base0319;NQDS BHP WELL PROD3;1.417178155391426
1;base0319;NQDS QL WELL PROD4;3.280796409914556E-10
1;base0319;NQDS QW WELL PROD4;1.517499342266186
1;base0319;NQDS QO WELL PROD4;-0.1151527076517906
1;base0319;NQDS BHP WELL PROD4;-0.7152964445794598
1;base0319;NQDS QL WELL PROD5;9.560034101880156E-15
1;base0319;NQDS QW WELL PROD5;3.152767334443921E-13
1;base0319;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0319;NQDS BHP WELL PROD5;0.6478533499788377
1;base0319;NQDS QL WELL PROD6;3.998187240586724E-10
1;base0319;NQDS QW WELL PROD6;-62.67308494316019
1;base0319;NQDS QO WELL PROD6;2.46158670700225
1;base0319;NQDS BHP WELL PROD6;1.074691830903497
1;base0319;NQDS QL WELL PROD7;-4.988238247954779E-10
1;base0319;NQDS QW WELL PROD7;31.60953834989165
1;base0319;NQDS QO WELL PROD7;-3.564429913743491
1;base0319;NQDS BHP WELL PROD7;0.7865572162737546
1;base0319;NQDS QL WELL PROD8;3.727822593487581E-10
1;base0319;NQDS QW WELL PROD8;291.7137744912265
1;base0319;NQDS QO WELL PROD8;-5.032107248587069
1;base0319;NQDS BHP WELL PROD8;1.620097990104909
1;base0319;NQDS QL WELL PROD9;3.252106177605806E-10
1;base0319;NQDS QW WELL PROD9;237.5863820138239
1;base0319;NQDS QO WELL PROD9;-5.582230943669997
1;base0319;NQDS BHP WELL PROD9;1.419923819446962
1;base0319;NQDS QL WELL PROD10;-2.118271853728621E-10
1;base0319;NQDS QW WELL PROD10;127.3886912788541
1;base0319;NQDS QO WELL PROD10;-3.122315959469738
1;base0319;NQDS BHP WELL PROD10;0.696127445935469
1;base0319;NQDS QWI WELL INJ1;0.0
1;base0319;NQDS BHP WELL INJ1;-0.4892025310730554
1;base0319;NQDS QWI WELL INJ2;0.0
1;base0319;NQDS BHP WELL INJ2;-0.621239257953978
1;base0319;NQDS QWI WELL INJ3;0.0
1;base0319;NQDS BHP WELL INJ3;0.6189870062335125
1;base0319;NQDS QWI WELL INJ4;0.0
1;base0319;NQDS BHP WELL INJ4;-0.6363931305485522
1;base0319;NQDS QWI WELL INJ5;0.0
1;base0319;NQDS BHP WELL INJ5;-0.5519105723755171
1;base0319;NQDS QWI WELL INJ6;0.0
1;base0319;NQDS BHP WELL INJ6;-0.6441433284040755
1;base0319;NQDS QWI WELL INJ7;0.0
1;base0319;NQDS BHP WELL INJ7;-2.350996544811723
1;base0319;NQDS QWI WELL INJ8;0.0
1;base0319;NQDS BHP WELL INJ8;-0.5906073493584248
1;base0319;NQDS QWI WELL INJ9;0.0
1;base0319;NQDS BHP WELL INJ9;-0.64703329315593
1;base0320;NQDS QL WELL WILDCAT;-1.344319175407898E-10
1;base0320;NQDS QW WELL WILDCAT;-1.277523386232594
1;base0320;NQDS QO WELL WILDCAT;0.03523613486653143
